"APROVADA,""Realizar gestão contábil e tributária"",""Quadro de apresentação dos anexos de balanço"",""9945"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório do programa de dispêndio global"",""9946"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de solicitação de abertura para lançamento contábil em mês de competência fechado"",""9947"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Registro de autorização de acesso ao SAP para contabilização em mês de competência fechado"",""9948"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de apresentação do cronograma de fechamento do balancete preliminar"",""9949"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Comunicação de conclusão do balancete preliminar"",""9950"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Balancete preliminar de verificação de saldos contábeis"",""9952"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de apresentação de anexos de balanço de dividendos"",""9954"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de controle de fatos relevantes em balancete"",""9955"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de controle de demonstrações financeiras individuais"",""9956"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de atesto para o societário"",""9958"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de envio de informações contábeis para o Conselho Fiscal"",""9959"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Balanço de atendimento de obrigação legal da escrituração contábil digital"",""9960"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Recibo de entrega de escrituração contábil digital"",""9961"",""Telmo Medeiros Lopes"","""",""CONTRIB/CONT/REL/FDC"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de solicitação de análise econômica dos processos de regularização de débitos tributários"",""9965"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de informação de transferência para conta própria de inicio de produção de poços"",""9967"",""Cacilda Bacelar Sena"","""",""CONTRIB/CONT/GEPAT/AI"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de informação contábil de início de produção de poços"",""9968"",""Cacilda Bacelar Sena"","""",""CONTRIB/CONT/GEPAT/AI"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de identificação de processos ativos para avaliação tributária"",""9971"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Parecer jurídico de análise de números de processos ativos para avaliação tributária"",""9974"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de análise de números de processos ativos para avaliação tributária"",""9978"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de valoração de depósitos judiciais"",""9984"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de valoração de apólices e seguros"",""9987"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relação de contingências não-materializadas"",""9994"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de autorização de adesão ao programa de regularização de débitos tributários"",""9998"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de composição do saldo contábil do grupo de despesas gerais e administrativas"",""10001"",""Julio Cesar Candido do Nascimento"","""",""CONTRIB/CONT/CONGER/ACR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de análise do efeito econômico em caso de adesão ao programa de regularização de débitos tributários"",""10002"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de publicação de demonstrações financeiras anuais e trimestrais"",""10015"",""Eduardo Seixas"","""",""CONTRIB/CONT/CONEM/PEPS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de análise do saldo de obrigações e aplicações"",""10022"",""Julio Cesar Candido do Nascimento"","""",""CONTRIB/CONT/CONGER/ACR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Informação para elaboração de escrituração contábil fiscal de subsidiária"",""10024"",""Eduardo Seixas"","""",""CONTRIB/CONT/CONEM/PEPS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de ações corretivas sobre pagamentos de encargos e tributos"",""10026"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Comunicação interna de solicitação de informações para o censo do Banco Central"",""10048"",""Karla Alesandra Ribeiro Torres"","""",""CONTRIB/CONT/REL"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Boleto de arrecadação dos tributos incluídos no programa de regularização de débitos tributários"",""10055"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Comprovante de pagamento dos tributos incluídos no programa de regularização de débitos tributários"",""10057"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de cadastro de pagamento dos tributos incluídos no programa de regularização de débitos tributários"",""10062"",""Adalberto Faria dos Reis"","""",""CONTRIB/RNEMT/NNECO"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de análise de limite de indedutibilidade de juros financeiros"",""10072"",""Marza Roos Floresta Dias"","""",""CONTRIB/TPG"; CONTRIB/TPG/CONC-FC; CONTRIB/TPG/OTPG; CONTRIB/TPG/OTPG/ICMS; CONTRIB/TPG/OTPG/IRPJ-CSLL; CONTRIB/TPG/OTPG/PC-CIDE; CONTRIB/TPG/OTPG/PGOV; CONTRIB/TPG/OTPG/RET-FOLHA; CONTRIB/TPG/RFISC-DF; CONTRIB/TPG/TDPGOV; CONTRIB/TPG/TDPGOV/FISC-FM; CONTRIB/TPG/TDPGOV/FISC-PGCOMEX; CONTRIB/TPG/TDPGOV/FRM; CONTRIB/TPG/TDPGOV/IRPJ-CSLL; CONTRIB/TPG/TDPGOV/PGOV; CONTRIB/TPG/TDPGOV/TRAB-PREV; CONTRIB/TPG/TIND; CONTRIB/TPG/TIND/ANALISE; CONTRIB/TPG/TIND/FISC-ICMS-SSE; CONTRIB/TPG/TIND/FISC-ICMSNNECO-PISCOFIN; CONTRIB/TPG/TIND/OBRIG-EST; CONTRIB/TPG/TIND/TFP; CONTRIB/TPG/TINT;" CONTRIB/TPG/RISCOS-TRIB"","" """
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de apresentação dos riscos tributários potenciais deliberados"",""10075"",""Alexandre Souza Torres"","""",""CONTRIB/TPG/RISCOS-TRIB"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Cadastro de atualização das informações do censo do Banco Central"",""10080"",""Karla Alesandra Ribeiro Torres"","""",""CONTRIB/CONT/REL"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de análise de participações e branches sem efeito na base tributável"",""10084"",""Marza Roos Floresta Dias"","""",""CONTRIB/TPG"; CONTRIB/TPG/CONC-FC; CONTRIB/TPG/OTPG; CONTRIB/TPG/OTPG/ICMS; CONTRIB/TPG/OTPG/IRPJ-CSLL; CONTRIB/TPG/OTPG/PC-CIDE; CONTRIB/TPG/OTPG/PGOV; CONTRIB/TPG/OTPG/RET-FOLHA; CONTRIB/TPG/RFISC-DF; CONTRIB/TPG/TDPGOV; CONTRIB/TPG/TDPGOV/FISC-FM; CONTRIB/TPG/TDPGOV/FISC-PGCOMEX; CONTRIB/TPG/TDPGOV/FRM; CONTRIB/TPG/TDPGOV/IRPJ-CSLL; CONTRIB/TPG/TDPGOV/PGOV; CONTRIB/TPG/TDPGOV/TRAB-PREV; CONTRIB/TPG/TIND; CONTRIB/TPG/TIND/ANALISE; CONTRIB/TPG/TIND/FISC-ICMS-SSE; CONTRIB/TPG/TIND/FISC-ICMSNNECO-PISCOFIN; CONTRIB/TPG/TIND/OBRIG-EST; CONTRIB/TPG/TIND/TFP; CONTRIB/TPG/TINT;" CONTRIB/TPG/RISCOS-TRIB"","" """
"APROVADA,""Realizar gestão contábil e tributária"",""Execução de análise de contas e suas variações de saldo"",""10088"",""Elisabete Penha Maia"","""",""CONTRIB/CONT/CONEM/EPP"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Protocolo de envio das informações ao censo do Banco Central"",""10092"",""Karla Alesandra Ribeiro Torres"","""",""CONTRIB/CONT/REL"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de atendimento a auditoria e controles internos"",""10094"",""Alexandre Souza Torres"","""",""CONTRIB/TPG/RISCOS-TRIB"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de orientação de novos atos legais tributários"",""10095"",""Marza Roos Floresta Dias"","""",""CONTRIB/TPG"; CONTRIB/TPG/CONC-FC; CONTRIB/TPG/OTPG; CONTRIB/TPG/OTPG/ICMS; CONTRIB/TPG/OTPG/IRPJ-CSLL; CONTRIB/TPG/OTPG/PC-CIDE; CONTRIB/TPG/OTPG/PGOV; CONTRIB/TPG/OTPG/RET-FOLHA; CONTRIB/TPG/RFISC-DF; CONTRIB/TPG/TDPGOV; CONTRIB/TPG/TDPGOV/FISC-FM; CONTRIB/TPG/TDPGOV/FISC-PGCOMEX; CONTRIB/TPG/TDPGOV/FRM; CONTRIB/TPG/TDPGOV/IRPJ-CSLL; CONTRIB/TPG/TDPGOV/PGOV; CONTRIB/TPG/TDPGOV/TRAB-PREV; CONTRIB/TPG/TIND; CONTRIB/TPG/TIND/ANALISE; CONTRIB/TPG/TIND/FISC-ICMS-SSE; CONTRIB/TPG/TIND/FISC-ICMSNNECO-PISCOFIN; CONTRIB/TPG/TIND/OBRIG-EST; CONTRIB/TPG/TIND/TFP; CONTRIB/TPG/TINT;" CONTRIB/TPG/RISCOS-TRIB"","" """
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de atualização das  informações do censo do Banco Central"",""10096"",""Karla Alesandra Ribeiro Torres"","""",""CONTRIB/CONT/REL"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de demanda de Análise de propostas de alteração da legislação ou consulta à ANP, consulta ao Fisco e apoio a Representação e Negociação Externas em matéria tributária"",""10099"",""Marza Roos Floresta Dias"","""",""CONTRIB/TPG"; CONTRIB/TPG/CONC-FC; CONTRIB/TPG/OTPG; CONTRIB/TPG/OTPG/ICMS; CONTRIB/TPG/OTPG/IRPJ-CSLL; CONTRIB/TPG/OTPG/PC-CIDE; CONTRIB/TPG/OTPG/PGOV; CONTRIB/TPG/OTPG/RET-FOLHA; CONTRIB/TPG/RFISC-DF; CONTRIB/TPG/TDPGOV; CONTRIB/TPG/TDPGOV/FISC-FM; CONTRIB/TPG/TDPGOV/FISC-PGCOMEX; CONTRIB/TPG/TDPGOV/FRM; CONTRIB/TPG/TDPGOV/IRPJ-CSLL; CONTRIB/TPG/TDPGOV/PGOV; CONTRIB/TPG/TDPGOV/TRAB-PREV; CONTRIB/TPG/TIND; CONTRIB/TPG/TIND/ANALISE; CONTRIB/TPG/TIND/FISC-ICMS-SSE; CONTRIB/TPG/TIND/FISC-ICMSNNECO-PISCOFIN; CONTRIB/TPG/TIND/OBRIG-EST; CONTRIB/TPG/TIND/TFP; CONTRIB/TPG/TINT;" CONTRIB/TPG/RISCOS-TRIB"","" """
"APROVADA,""Realizar gestão contábil e tributária"",""Registro de análise de riscos-tributários potencias"",""10100"",""Marza Roos Floresta Dias"","""",""CONTRIB/TPG"; CONTRIB/TPG/CONC-FC; CONTRIB/TPG/OTPG; CONTRIB/TPG/OTPG/ICMS; CONTRIB/TPG/OTPG/IRPJ-CSLL; CONTRIB/TPG/OTPG/PC-CIDE; CONTRIB/TPG/OTPG/PGOV; CONTRIB/TPG/OTPG/RET-FOLHA; CONTRIB/TPG/RFISC-DF; CONTRIB/TPG/TDPGOV; CONTRIB/TPG/TDPGOV/FISC-FM; CONTRIB/TPG/TDPGOV/FISC-PGCOMEX; CONTRIB/TPG/TDPGOV/FRM; CONTRIB/TPG/TDPGOV/IRPJ-CSLL; CONTRIB/TPG/TDPGOV/PGOV; CONTRIB/TPG/TDPGOV/TRAB-PREV; CONTRIB/TPG/TIND; CONTRIB/TPG/TIND/ANALISE; CONTRIB/TPG/TIND/FISC-ICMS-SSE; CONTRIB/TPG/TIND/FISC-ICMSNNECO-PISCOFIN; CONTRIB/TPG/TIND/OBRIG-EST; CONTRIB/TPG/TIND/TFP; CONTRIB/TPG/TINT;" CONTRIB/TPG/RISCOS-TRIB"","" """
"APROVADA,""Realizar gestão contábil e tributária"",""Manual de orientação tributária"",""10101"",""Marza Roos Floresta Dias"","""",""CONTRIB/TPG"; CONTRIB/TPG/CONC-FC; CONTRIB/TPG/OTPG; CONTRIB/TPG/OTPG/ICMS; CONTRIB/TPG/OTPG/IRPJ-CSLL; CONTRIB/TPG/OTPG/PC-CIDE; CONTRIB/TPG/OTPG/PGOV; CONTRIB/TPG/OTPG/RET-FOLHA; CONTRIB/TPG/RFISC-DF; CONTRIB/TPG/TDPGOV; CONTRIB/TPG/TDPGOV/FISC-FM; CONTRIB/TPG/TDPGOV/FISC-PGCOMEX; CONTRIB/TPG/TDPGOV/FRM; CONTRIB/TPG/TDPGOV/IRPJ-CSLL; CONTRIB/TPG/TDPGOV/PGOV; CONTRIB/TPG/TDPGOV/TRAB-PREV; CONTRIB/TPG/TIND; CONTRIB/TPG/TIND/ANALISE; CONTRIB/TPG/TIND/FISC-ICMS-SSE; CONTRIB/TPG/TIND/FISC-ICMSNNECO-PISCOFIN; CONTRIB/TPG/TIND/OBRIG-EST; CONTRIB/TPG/TIND/TFP; CONTRIB/TPG/TINT;" CONTRIB/TPG/RISCOS-TRIB"","" """
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de divulgação de nova legislação tributária"",""10102"",""Marza Roos Floresta Dias"","""",""CONTRIB/TPG"; CONTRIB/TPG/CONC-FC; CONTRIB/TPG/OTPG; CONTRIB/TPG/OTPG/ICMS; CONTRIB/TPG/OTPG/IRPJ-CSLL; CONTRIB/TPG/OTPG/PC-CIDE; CONTRIB/TPG/OTPG/PGOV; CONTRIB/TPG/OTPG/RET-FOLHA; CONTRIB/TPG/RFISC-DF; CONTRIB/TPG/TDPGOV; CONTRIB/TPG/TDPGOV/FISC-FM; CONTRIB/TPG/TDPGOV/FISC-PGCOMEX; CONTRIB/TPG/TDPGOV/FRM; CONTRIB/TPG/TDPGOV/IRPJ-CSLL; CONTRIB/TPG/TDPGOV/PGOV; CONTRIB/TPG/TDPGOV/TRAB-PREV; CONTRIB/TPG/TIND; CONTRIB/TPG/TIND/ANALISE; CONTRIB/TPG/TIND/FISC-ICMS-SSE; CONTRIB/TPG/TIND/FISC-ICMSNNECO-PISCOFIN; CONTRIB/TPG/TIND/OBRIG-EST; CONTRIB/TPG/TIND/TFP; CONTRIB/TPG/TINT;" CONTRIB/TPG/RISCOS-TRIB"","" """
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de solicitação de orientação tributária"",""10103"",""Marza Roos Floresta Dias"","""",""CONTRIB/TPG"; CONTRIB/TPG/CONC-FC; CONTRIB/TPG/OTPG; CONTRIB/TPG/OTPG/ICMS; CONTRIB/TPG/OTPG/IRPJ-CSLL; CONTRIB/TPG/OTPG/PC-CIDE; CONTRIB/TPG/OTPG/PGOV; CONTRIB/TPG/OTPG/RET-FOLHA; CONTRIB/TPG/RFISC-DF; CONTRIB/TPG/TDPGOV; CONTRIB/TPG/TDPGOV/FISC-FM; CONTRIB/TPG/TDPGOV/FISC-PGCOMEX; CONTRIB/TPG/TDPGOV/FRM; CONTRIB/TPG/TDPGOV/IRPJ-CSLL; CONTRIB/TPG/TDPGOV/PGOV; CONTRIB/TPG/TDPGOV/TRAB-PREV; CONTRIB/TPG/TIND; CONTRIB/TPG/TIND/ANALISE; CONTRIB/TPG/TIND/FISC-ICMS-SSE; CONTRIB/TPG/TIND/FISC-ICMSNNECO-PISCOFIN; CONTRIB/TPG/TIND/OBRIG-EST; CONTRIB/TPG/TIND/TFP; CONTRIB/TPG/TINT;" CONTRIB/TPG/RISCOS-TRIB"","" """
"APROVADA,""Realizar gestão contábil e tributária"",""ISA de orientação sobre legislação tributária"",""10104"",""Marza Roos Floresta Dias"","""",""CONTRIB/TPG"; CONTRIB/TPG/CONC-FC; CONTRIB/TPG/OTPG; CONTRIB/TPG/OTPG/ICMS; CONTRIB/TPG/OTPG/IRPJ-CSLL; CONTRIB/TPG/OTPG/PC-CIDE; CONTRIB/TPG/OTPG/PGOV; CONTRIB/TPG/OTPG/RET-FOLHA; CONTRIB/TPG/RFISC-DF; CONTRIB/TPG/TDPGOV; CONTRIB/TPG/TDPGOV/FISC-FM; CONTRIB/TPG/TDPGOV/FISC-PGCOMEX; CONTRIB/TPG/TDPGOV/FRM; CONTRIB/TPG/TDPGOV/IRPJ-CSLL; CONTRIB/TPG/TDPGOV/PGOV; CONTRIB/TPG/TDPGOV/TRAB-PREV; CONTRIB/TPG/TIND; CONTRIB/TPG/TIND/ANALISE; CONTRIB/TPG/TIND/FISC-ICMS-SSE; CONTRIB/TPG/TIND/FISC-ICMSNNECO-PISCOFIN; CONTRIB/TPG/TIND/OBRIG-EST; CONTRIB/TPG/TIND/TFP; CONTRIB/TPG/TINT;" CONTRIB/TPG/RISCOS-TRIB"","" """
"APROVADA,""Realizar gestão contábil e tributária"",""Formulário de solicitação de parametrização sistêmica das tabelas tributárias"",""10105"",""Marza Roos Floresta Dias"","""",""CONTRIB/TPG"; CONTRIB/TPG/CONC-FC; CONTRIB/TPG/OTPG; CONTRIB/TPG/OTPG/ICMS; CONTRIB/TPG/OTPG/IRPJ-CSLL; CONTRIB/TPG/OTPG/PC-CIDE; CONTRIB/TPG/OTPG/PGOV; CONTRIB/TPG/OTPG/RET-FOLHA; CONTRIB/TPG/RFISC-DF; CONTRIB/TPG/TDPGOV; CONTRIB/TPG/TDPGOV/FISC-FM; CONTRIB/TPG/TDPGOV/FISC-PGCOMEX; CONTRIB/TPG/TDPGOV/FRM; CONTRIB/TPG/TDPGOV/IRPJ-CSLL; CONTRIB/TPG/TDPGOV/PGOV; CONTRIB/TPG/TDPGOV/TRAB-PREV; CONTRIB/TPG/TIND; CONTRIB/TPG/TIND/ANALISE; CONTRIB/TPG/TIND/FISC-ICMS-SSE; CONTRIB/TPG/TIND/FISC-ICMSNNECO-PISCOFIN; CONTRIB/TPG/TIND/OBRIG-EST; CONTRIB/TPG/TIND/TFP; CONTRIB/TPG/TINT;" CONTRIB/TPG/RISCOS-TRIB"","" """
"APROVADA,""Realizar gestão contábil e tributária"",""Solicitação de atualização das informações da pesquisa industrial anual do Instituto Brasileiro de Geografia e Estatística"",""10106"",""Karla Alesandra Ribeiro Torres"","""",""CONTRIB/CONT/REL"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Comunicação interna de solicitação de informações para a pesquisa industrial anual do Instituto Brasileiro de Geografia e Estatística"",""10107"",""Karla Alesandra Ribeiro Torres"","""",""CONTRIB/CONT/REL"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Cadastro de atualização das  informações da pesquisa industrial anual do Instituto Brasileiro de Geografia e Estatística"",""10108"",""Karla Alesandra Ribeiro Torres"","""",""CONTRIB/CONT/REL"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Protocolo de envio das  informações da pesquisa industrial anual do Instituto Brasileiro de Geografia e Estatística"",""10109"",""Karla Alesandra Ribeiro Torres"","""",""CONTRIB/CONT/REL"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de conversão de demonstrações financeiras consolidadas"",""10157"",""Isabela Vernice de Araujo"","""",""CONTRIB/CONT/REL/REPEX"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Nota explicativa de demonstrações financeiras de parcerias de investimentos societários"",""10158"",""Paulo Roberto Clemente Marques Bomfim"","""",""CONTRIB/CONT/REL/PSI"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de controle de inativação de perfis de acesso a sistemas contábeis e tributários"",""10172"",""Sidney José Greco"","""",""CONTRIB/EDP/DMPA"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de apresentação de demonstrações contábeis consolidadas para captação de recursos no mercado internacional"",""10180"",""Isabela Vernice de Araujo"","""",""CONTRIB/CONT/REL/REPEX"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Relatório de análise de demonstrações contábeis para captação de recursos no mercado global e doméstico"",""10192"",""Isabela Vernice de Araujo"","""",""CONTRIB/CONT/REL/REPEX"","" """;;;;;;;;;;;;;;;;;;;;;;;
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de cálculo de resultado e impacto do acordo antecipado de preços"",""10199"",""Marza Roos Floresta Dias"","""",""CONTRIB/TPG"; CONTRIB/TPG/CONC-FC; CONTRIB/TPG/OTPG; CONTRIB/TPG/OTPG/ICMS; CONTRIB/TPG/OTPG/IRPJ-CSLL; CONTRIB/TPG/OTPG/PC-CIDE; CONTRIB/TPG/OTPG/PGOV; CONTRIB/TPG/OTPG/RET-FOLHA; CONTRIB/TPG/RFISC-DF; CONTRIB/TPG/TDPGOV; CONTRIB/TPG/TDPGOV/FISC-FM; CONTRIB/TPG/TDPGOV/FISC-PGCOMEX; CONTRIB/TPG/TDPGOV/FRM; CONTRIB/TPG/TDPGOV/IRPJ-CSLL; CONTRIB/TPG/TDPGOV/PGOV; CONTRIB/TPG/TDPGOV/TRAB-PREV; CONTRIB/TPG/TIND; CONTRIB/TPG/TIND/ANALISE; CONTRIB/TPG/TIND/FISC-ICMS-SSE; CONTRIB/TPG/TIND/FISC-ICMSNNECO-PISCOFIN; CONTRIB/TPG/TIND/OBRIG-EST; CONTRIB/TPG/TIND/TFP; CONTRIB/TPG/TINT;" CONTRIB/TPG/RISCOS-TRIB"","" """
"APROVADA,""Realizar gestão contábil e tributária"",""Planilha de conciliação de contas do corporate income tax"",""10205"",""Marza Roos Floresta Dias"","""",""CONTRIB/TPG"; CONTRIB/TPG/CONC-FC; CONTRIB/TPG/OTPG; CONTRIB/TPG/OTPG/ICMS; CONTRIB/TPG/OTPG/IRPJ-CSLL; CONTRIB/TPG/OTPG/PC-CIDE; CONTRIB/TPG/OTPG/PGOV; CONTRIB/TPG/OTPG/RET-FOLHA; CONTRIB/TPG/RFISC-DF; CONTRIB/TPG/TDPGOV; CONTRIB/TPG/TDPGOV/FISC-FM; CONTRIB/TPG/TDPGOV/FISC-PGCOMEX; CONTRIB/TPG/TDPGOV/FRM; CONTRIB/TPG/TDPGOV/IRPJ-CSLL; CONTRIB/TPG/TDPGOV/PGOV; CONTRIB/TPG/TDPGOV/TRAB-PREV; CONTRIB/TPG/TIND; CONTRIB/TPG/TIND/ANALISE; CONTRIB/TPG/TIND/FISC-ICMS-SSE; CONTRIB/TPG/TIND/FISC-ICMSNNECO-PISCOFIN; CONTRIB/TPG/TIND/OBRIG-EST; CONTRIB/TPG/TIND/TFP; CONTRIB/TPG/TINT;" CONTRIB/TPG/RISCOS-TRIB"","" """
